STETTLER NORTH,3016119
LINDBERGH,3013920
BUGABOO CREEK LODGE,1171105
CAMBRIDGE BAY A,2400601
MOUNT KIDD LO,3054732
THORSBY,3016440
INUVIK CLIMATE,2202578
BEAVER LAKE RS,3060559
MOUNTAIN VIEW VILLAGE,3034725
BIG COULEE,3030665
ASSUMPTION,3070311
MEANDER RIVER RS,3074390
LOOKOUT,305A003
NIER AGDM,3034795
BASSANO GEM,3030538
KIMBERLEY PCC,1154203
PILOT MOUND (AUT),5022125
TURTLEFORD,4048240
VEGA LO,3066710
FORT RESOLUTION,2201998
FORT ASSINIBOINE AGCM,3062660
WHISTLER LO,3057368
CAMPSIE AUTO,3061201
KAYBOB 3,3063620
GLADSTONE AGCM,3012810
MANYBERRIES AGCM,3044203
BULLMOOSE,1181120
GRANDE CACHE MILNER,30728QR
CAYLEY,3031450
SPY HILL,4017734
LEGAL AGCM,3013790
RED DEER CCOC,3025445
TAWATINAW AGCM,3066367
NAKISKA RIDGETOP,305MGFF
PADDLE RIVER,3064964
NICHOLSON PENINSULA,2202750
FRANCIS,4012720
NORQUAY,4015580
CARROLL,5010554
HOMEWOOD,5021306
HILLMOND 2,4043248
EDAM,4042338
FORGET ME NOT LO,3052653
VEGA,3066705
SMITH,3066017
ONEFOUR CDA,3044923
GROSMONT,3062957
VIKING,3016840
EVARTS,3022485
HARDISTY,3013040
BEAVER HILLS WEST,3010558
ALTAWAN,3040223
CRAIGMYLE AGCM,3021912
GOLDEN A,1173214
FOREMOST,3032640
BASNETT,3070NLN
WETASKIWIN,3017280
DRYDEN,6032117
LENEY,4054306
GIMLI WRB,5031043
VICEROY CDA EPF,4038460
MINAKI,6035190
TUKTOYAKTUK 1,220C9JK
NEUDORF,4015489
LANGHAM 2W,405DJDN
NORDEGG,3054840
FROG LAKE RS,3012742
MOUNTAIN AIRE LODGE,3054700
OAKLAND LAKE,3024906
WHATI,2202678
ST ALPHONSE,5012545
CARDROSS,4011120
WINNIPEG U OF MANITOBA,5023265
LYLETON,5011600
EASTEND CDA EPF,4032320
FARRERDALE,4012480
FORT FRANCES CDA EPF,6022480
HEWARD,4013221
KINDERSLEY A,4043900
ARVIAT AWOS,2300426
NEEPAWA MURRAY 6 SOUTHWEST,5042004
GRAYSON,4012988
TURTLE MOUNTAIN 10,5022945
BATTLEFORDS UNION HOSPITAL SNOW,4040430
STURT POINT,2303830
WINNIPEG TRANSCONA,5023263
HANDSWORTH,4013098
MOUNTAIN GAP,5041970
ARTLAND,4040267
LITTLE BEAVER RIVER,5061575
ASHERN NORTHWEST,5040JK0
WASKADA,5013120
ODESSA,4015648
CAP PELE,8100779
CAP LA RONDE,8200750
BIG BALD MOUNTAIN,8100525
HAUT SHIPPAGAN,8102206
MEIGHEN ISLAND ICE CAP,2402689
VIRDEN SCARTH,5012965
DAVIN 6,4012165
CANDIAC,4011084
DELORAINE 6 SE,5010762
MAXIM,4015048
HILBRE SOUTH,504AB92
OUTLOOK,4055720
CHARLOTTETOWN CDA,8300400
BATHURST A,8100503
KOUCHIBOUGUAC CS,8102328
SHUNACADIE BEACH,8205148
PARRSBORO,8204402
OAK POINT,504B0NM
BEAVER ISLAND (AUT),8200558
MACKAYS CORNER,8203268
WASAGAMING,5013117
LAKELAND,5041525
TISDALE,4078080
ROBLIN FRIESEN 3 NORTHWEST,501B4G2
WINNIPEG ST JOHNS COLL,5023243
CHESTER BASIN,8200818
BEDFORD RANGE,8200574
EMO HOSKINS,602B300
HODGEVILLE,4023260
UPSALQUITCH LAKE,8105551
WEYMOUTH FALLS,8206275
BRUNSWICK MINES,8100583
FIVE MILE LAKE,8201800
CLARENCE,8200860
SANDY COVE NRC,8205062
PARKINDALE,8103828
BROCKWAY,8100570
KILLARNEY,5021480
THE PAS A,5052881
CHURCHILL AWOS,5060601
WINNIPEG SHERBROOK ST,5023250
MANITOU,5021688
COTE,4011846
BLISSVILLE,8100550
SHEARWATER RCS,8205092
CAPE NORTH,8200670
FRIZZLETON,8201900
FOXWARREN,5010981
KEY LAKE A,4063759
CANDO,4041088
BEACON HILL,4060452
TEULON,5022855
DEBERT A,8201400
ALBERTON SNOW,8300085
STEPHENVILLE RCS,8403820
CHARLOTTETOWN SDU,8300405
WHITE ROCK,8206316
MINNEDOSA,5011760
CIGAR LAKE,4061570
ARCOLA CDA EPF,4010240
EASTEND 2,4032323
MCADAM,8102600
PICTOU,8204420
WHITEFISH BAY,6039465
HERBERT,4023210
CONGRESS,4021650
CARLTON,4051147
HENRIBOURG,4053192
ROSSBURN,5012500
MOUNT CARLETON,8103256
CAPE DYER,2400650
COPPER LAKE,8201100
SUMMERVILLE,8205650
BORDEN,8300150
FOXWARREN NORTH,5010982
MELFORT CDA,4055085
ASHVILLE,5040121
WINNIPEG GRACE HOSPITAL,5023281
REGINA SOUTH HILLSDALE,4016725
HUDSON BAY,4083320
CHURCHILL UA,5060606
DORINTOSH,4062240
GRANDVIEW,5041116
SAINT JOHN A,8104901
LIVERPOOL MILTON,8203120
LONG LAKE,8102500
MARYFIELD,4015045
GRAYSVILLE,5021160
VALJEAN,4028360
KRYDOR,4054110
BRIERCREST 2,4010842
WEYBURN 2,4018762
WASKWATIM LAKE,5063121
ATIKOKAN MARMION,6020384
TURTLE MOUNTAIN 4,5012939
DAVIN 2,4012161
MOOSE LAKE,6025407
WYNYARD,4019035
DELTA WATERFOWL RS,5040765
LORLIE,4014620
SOUTH MONTREAL LAKE DNR,4067670
CROOKED RIVER,4071913
CRYSTAL CITY,5020625
PINAWA CANWARN,5032161
HUDSON BAY A,4083321
REGINA WATERWORKS,4016760
PIPESTONE,5012200
SCOTSTOWN,4047238
RUSSELL BARNARDO,5042522
SPRAGUE,5022760
TADOULE LAKE CS,5062840
DEERWOOD,5020720
FRENCHMAN VALLEY,4032762
LANGBANK,4014143
ERIKSDALE,5040895
WINNIPEG W KILDONAN,5023280
BATTLEFORD,4040420
BALDUR 5 NORTHEAST,5010143
PEACE GARDENS,5022065
BEAUSEJOUR,5030155
SWIFT CURRENT CDA SRL,4028056
CORONACH SPC,40318MN
BERENS RIVER,5030200
NINGA,5022041
WASKESIU LAKE,4068559
EMO,6022300
BRACKEN NORTH,4030805
GLASLYN CDA,4042881
SNOWDEN WHITETAIL,4077605
OAK LAKE,501K051
WAPELLA,4018506
SASKATOON CALDER CENTRE SNOW,4057122
WINNIPEGOSIS SOUTH EAST,5043226
WINNIPEG SOUTH,502M001
REGINA MEMORIAL GARDENS,4016690
BURNTWOOD RIVER,5060531
STEWART VALLEY,4027775
CRANBERRY PORTAGE,5050620
KLINTONEL,4024080
CEYLON,4011440
VAL-MARIE,4038400
PORT ALBERNI,1036205
HIXON BCFS,1093475
MAYNE ISLAND,1014931
KNIGHT INLET,1064375
KAMLOOPS AUT,1163842
KAMLOOPS AFTON MINES,1163790
SPARWOOD CS,1157631
CORTES ISLAND,1021950
MORICE RIVER FDR,1075199
SQUAMISH ST DAVIDS,1047669
TESLIN (AUT),2101102
PACHENA POINT,1035940
WATSON LAKE YTG,2101222
RICHMOND MINLER ROAD,1106767
COQUITLAM MUNDY PARK 2,1101Q9A
PORT COQUITLAM,1106255
MISSION,1105190
SURREY FLEETWOOD,110S001
BURNS LAKE DECKER LAKE,1091170
LADNER MONITOR STN,1104477
KAMLOOPS VALLEYVIEW,1163875
VICTORIA TUDOR AVENUE,1018666
CARMACKS,2100300
CEDARVALE,107ADFE
DUNCAN GLENORA,1022571
CLEARWATER BLACKPOOL,1161FN5
SWEDE CREEK,2101070
BOSTON BAR,111090M
FORT LANGLEY TELEGRAPH TRAIL,1102912
EDEN LAKE,1052639
PORT ALBERNI SHUHUM CREEK,1036218
RICHMOND OPERATIONS CENTRE,1105210
IKEDA BAY,1053645
RICHMOND EAST,1106765
CALLAGHAN VALLEY(BIATHALON),1101310
BEAR CREEK,1010720
CAMILLE LAKE,1091235
WEST VANCOUVER RENA CRES,1108848
STEWART A,1067748
BUTEDALE,1061210
N VANCOUVER 2ND NARROWS,1105666
N VANCOUVER MOSQUITO CR,1105663
ISKUT RANCH,1203672
CHILLIWACK R TAMAHI CRK,1101567
BURNABY SIMON FRASER U,1101158
MT LOLO KAMLOOPS,1165225
GAMBIER HARBOUR,1043048
CAPE SCOTT,1031352
MILL BAY 1 SOUTHWEST,1015136
ALLISON PASS DOH,1110352
EDGEWOOD,1142640
GREEN LAKE,4063020
ELSA,2100500
PITT RIVER,1106190
NORTH VANCOUVER NORGATE,1105664
ALBERNI BEAVER CREEK,1030180
SAANICH OLDFIELD,10169MK
CHROME ISLAND,1021500
LAJOIE DAM,1084490
HANEY,1103322
SQUAMISH,1047660
KEREMEOS,1124110
MAPES,1094897
CHILLIWACK MARBLEHILL CK,1101561
POWELL RIVER GRIEF POINT,1046400
MASSET AIRPORT,1054920
HOWSER,1143617
OLD SUMMIT RD NORTH,1095740
BULL HARBOUR,1031110
LARDEAU CREEK GALENA LODGE,1144582
GIBSONS GOWER POINT,1043152
FORT NELSON UA,1192950
CHARLIE CREEK RANCH,1081469
BIG WHITE,1130874
CRESTON CAMPBELL SCIENTIFIC,114B1F0
MCBRIDE 4SE,1094950
ALDERGROVE 48 AVENUE,1100245
BURNABY SUNCREST,1101160
VICTORIA JUBILEE,1018629
BURNS LAKE,1091169
ROSS RIVER YTG,2100941
SCOTCH CREEK,1167150
CHEMAINUS BARE POINT,101AE00
LADNER BCHPA,1104473
COWICHAN BAY CHERRY POINT,1012010
ROSSLAND CITY YARD,1146870
HILLIERS,1023471
KEREMEOS 2,1124112
PEMBERTON WOLVERINE CR,1086098
ALERT BAY,1020270
SQUAMISH GARIBALDI,1047F6B
MERRY ISLAND,1045101
VICTORIA HIGHLANDS NORTH,1018618
RED LAKE,1166658
SURREY 99A AVE,1107H7H
BENSON LAKE,1030850
SOUTH SLOCAN 2,1147622
NANAIMO NORTH,102E3G0
SHELDON LAKE,2100948
CLINTON A,1161662
VERNON SWAN LAKE,1128586
SURGE NARROWS RENDEZVOUS,1027871
SECHELT,1047170
ANNACIS ISLAND,1100440
EAST CRACROFT ISL,1062593
MASSET INDIAN DAY SCHOOL,1054926
COQUITLAM LAKE,1101890
ROBERTS CREEK EAST,1046795
RIVER JORDAN,1016780
PACIFIC,1065945
NAVER CREEK AHBAU,1095412
VICTORIA PHYLLIS STREET,101HFEE
TACHIE 1SE,1097888
RICHMOND CBC TRANSMITTER,1106762
NORTH VANC LONSDALE PARK,110EFE9
FORT ST JAMES A,1092972
WEST VANCOUVER MACBETH,1108835
BOWEN ISL ARBUTUS BAY,1040909
N VANCOUVER CLOVERLEY,110EFEF
SOLANDER ISLAND (AUT),1037553
BOWEN ISLAND,1040908
REVELSTOKE A,1176749
ROSE SPIT (AUT),1056869
MISSION HARTLEY RD,110EA90
CASTLEGAR A,1141455
DAWSON A,2100402
KILDONAN FATTY BASIN,1034175
ALTA LAKE 2,1040420
LANGARA ISLAND RCS,1054503
REVELSTOKE COLUMBIA PARK,1176754
KITSAULT MINESITE,1064329
KEMANO,1064020
HOLBERG FIRE DEPT,1033483
AIYANSH 2SE,1070154
N VANCOUVER SEYMOUR BLVD,110EFFF
SICAMOUS,1167275
GRAND FORKS PHOENIX,1133274
COAL HARBOUR RUPERT IN,1021737
WHITE ROCK BREARLEY,1108911
VANCOUVER KINGCREST,1108450
OIL CITY,6125766
MONTREAL LAFONTAINE,7025267
SHELBURNE WPCP,6147693
COMPTON STATION CDA FE,7021917
PICTON A,6156535
NEWMARKET CHERRYWOOD,6155617
GRANDES-BERGERONNES,7042845
BARRIERE ETIENNICHE,7060M7A
CAP-CHAT,705S002
SCHEFFERVILLE COTE-NORD,7117824
FORT MCKENZIE,7112520
EMBRO INNES,6142295
HAVRE ST PIERRE,7043012
COMBERMERE,6101820
CANFIELD,6131167
BARK LAKE,7030447
STE LUCIE,7057515
TORONTO YORK MILLS,615HHDF
LONG POINT,6134610
KANGIQSUJUAQ A,7113380
MOUNT FOREST (AUT),6145504
GRAND BEND RES STN 2,612298Q
ST LAURENT (COLLEGE),7027440
NEW RICHMOND EAST,7055440
GRAND BEND RES STN 1,612298H
SIMCOE,6137730
KUUJJUAQ A,7113534
MANICOUAGAN A,7044470
CALEDON NORTH,6151080
OPEMISKA,7095740
FERGUS,6142398
WABOOSE DAM,6049175
PETERBOROUGH CHEX,6166425
AKULIVIK A,7100072
MISTASSINI POST,7095000
MOUNT FOREST,6145502
SAULT STE M FORESTRY,6057595
LABRIEVILLE B1,7043540
SCOTIA,6117663
MEAFORD WILLOWMERE,6115059
CLARKSBURG,6111546
KINNEARS MILLS,7023465
FARNHAM S,7022325
TORONTO DORSET PARK,6158422
BRIGHTON,6150961
UXBRIDGE 3,6159125
NORTH BAY,6085682
OGOKI POST A,6075786
PALERMO,6156215
CAMLACHIE,6121123
ST FORTUNAT,7027264
GREAT DUCK ISLAND (AUT),6093005
NANISIVIK A,2402730
SARSFIELD,6107533
PERTH ONTARIO HYDRO,6106385
EATON,702BC0E
SPENCERVILLE,6107971
PHILIPSBURG,7026040
RIDGETOWN RCS,6137154
SOUTH SIDE HARBOUR,8205193
TOBERMORY CYPRUS LAKE,6128323
STE CHRISTINE,7017000
BARRETT CHUTE,6100521
ST BENOIT LABRE,7026915
PEMBROKE CLIMATE,6106367
SUTTON JONCTION,7028295
ALGONQUIN PARK EAST GATE,6080192
CHEMIN CHUTE DES PASSES,7061372
LA SARRE,7094121
GRAVENHURST BEAVER CREEK,611S002
LAC MINOGAMI,7013678
BONAVENTURE,7050817
NOTRE DAME DU LAC,7055675
LINDSAY FILTRATION PLANT,6164432
ABITIBI CAMP 228,6040018
DOON,6142065
BARRIERE ST GUILLAUME,7070DP6
PORT MENIER,7056200
BUCKINGHAM,7030874
MISTINIKON LAKE DAM,6075211
ST CHARLES GARNIER,7056970
TORONTO SENECA HILL,61587PG
NOBLETON,6155680
NORTH BAY AIRPORT,6085695
PETIT ROCHER,8103910
CHETICAMP SNOW,8200830
COVE ISLAND,6121912
BEAR ISLAND,6080577
LA PATRIE,7024080
AUDET,7020391
PINE PORTAGE,6046549
LA FERME,7093710
ARMSTRONG A,6040327
COE HILL,6161739
LA MORANDIERE,7094026
MANOUAN SANMAUR,7074600
TORONTO EAST YORK DUSTAN,6158751
MASKINONGE,7014630
VIRGIL BRIGHTS,6139149
LONG RIVER,8300502
INGONISH BEACH RCS,8202502
PORT HAWKESBURY,8204495
BIG INTERVALE,8200579
WABUSH A,8504176
BEAVERBANK,8200550
UPPER STEWIACKE,8206200
TORONTO FALLINGBROOK,6158536
STE ANNE DU LAC,7036855
HARROW CDA,6133360
LAKE OPEONGO,6084300
ROLPHTON NPD,6107184
DORSET MOE,6112072
BANCROFT,6160465
ST PAMPHILE,7057600
WESTPHAL,8206250
NINE MILE BRK (CAMP 68),8103706
KEMPTVILLE,6104025
CHETICAMP,8200824
BACCARO,8200250
PORT HASTINGS,8204480
DARTMOUTH,8201292
BROUGHTON STATION,7020865
SPEYSIDE IHD,6157975
WEST GUILFORD,6169453
DALRYMPLE LAKE,6111965
MILLBROOK,6155154
ELORA RESEARCH STN,6142285
PELEE ISLAND U OF W,6136339
CAMBORNE,6151090
SAVANT LAKE,6047620
LAFONTAINE,6114290
CHAMPLAIN,7011290
TAVISTOCK,6148212
MASCOUCHE,7014629
MISSANABIE,6055209
PALGRAVE,6156227
BONFIELD,6080HB6
HUNTA,6073630
MAKKOVIK A,8502NHR
TRURO NSAC,8206000
POINT TUPPER,8204457
WINDSOR,8206400
NOTRE DAME DES MONTS,7045672
COBOURG STP,6151689
FORT COULONGE,7032440
MEYERSBURG,6155071
MONO MILLS THERAFIELD,6155257
BERSIMIS S,7040690
IRON BRIDGE,6053803
CLOVA,7071720
ST SEBASTIEN CDA FE,7027730
BRUCEFIELD,6121025
CHIBOUGAMAU CHAPAIS A,7091404
LAWRENCETOWN,8202925
LUCASVILLE,8203200
UPPER BLACKVILLE,8105540
NOEL SHORE,8204124
GREENWOOD A,8202000
LOURDES DE BLANC SABLON A,7040815
SAULT STE M INSECTARY,6057597
KIMBERLEY,1154195
NOTTAWASAGA ISLAND,6115718
ROUGE PARK,6157194
RIDEAU CANAL LONG ISLAND,6107073
FONTENELLE,705KL75
RIDEAU C BURRITS RAPIDS,6107031
BATHURST,8100500
BERWICK,8200578
CAPE HERSCHEL,2400658
NILESTOWN,614N003
FORT ASSINIBOINE 2,3062656
GLOUCESTER POOL,611G001
LITTLE ELBOW SUMMIT,305LRKB
SASKATOON KERNEN FARM CS,4057155
MUSKOKA AWOS,6115524
KINGSTON,6104145
BROCKVILLE CLIMATE,6100970
BOWMANVILLE MOSTERT,6150830
ST CONSTANT,7027085
ST ARSENE,7056890
GREAT DUCK ISLAND,6093004
MT ALBION CONSERVATION,615E498
CARLETON SUR MER,705AA86
THEDFORD,612HKLR
CHUTE-DES-PASSES,7061541
RED PINE CHUTE,7086452
ST BENOIT,7016906
COLD CREEK,6151750
FLINT,6042MJ7
ALBION,6150100
CHEMIN CHIBOUGAMAU,7061368
TROUT RIVER DEPOT,7058565
BURY (COLLEGE D'ALZON),7020888
RIVIERE AUX RATS,7066583
COCKBURN ISLAND,6091718
LANGTON,6134344
ST ZACHARIE,7027785
MCVITTIES,6065043
TAPINI FARM,7038350
PENTECOTE,7045910
CAP-MADELEINE,7051163
GRAND BEND RES STN 3,61229H8
ORILLIA STP,6115818
REMIGNY,7086460
QCMR MILE 146,7046298
REGION OF WATERLOO INT'L AIRPORT,6149388
JOLIETTE,7013360
FREDERICKHOUSE LAKE DAM,6072595
MUIR,6145520
EARLTON A,6072225
CITY VIEW,6101521
LAKE SUPERIOR PROVINCIAL PARK,6054425
PANGNIRTUNG,2403049
PARENT S,7075799
ALGONQUIN PARK EAST,6080191
LAC ONATCHIWAY,7063683
ST AUGUSTIN,7016900
ST LIN DES LAURENTIDES,7017480
CHIBOUGAMAU-CHAPAIS A,7091399
OAK VALLEY,6105730
GREENWOOD MTRCA,6153020
NEUFCHATEL,7015417
ST NARCISSE,7017585
FRELIGHSBURG,7022580
WATERLOO FIRE HALL,6149380
BEATRICE,6110605
MURDOCHVILLE,7055380
MONTREAL/ST-HUBERT,7027329
NAGAGAMI,6075542
KENTVALE,6054078
BLACK STURGEON LAKE,6040785
SUDBURY,6068148
LES CHAINONS,7044291
VALENS,6159127
COCHRANE,3031676
PARRY SOUND HARBOUR,6116262
KINMOUNT,6164198
ST ETIENNE DES GRES,7017220
TOR SCARBOROUGH COLLEGE,61587P6
LANSDOWNE HOUSE A,6014351
ELORA,6142284
LEMIEUX,701Q009
MISTOOK,7065012
MORIN HEIGHTS,7035360
WARSAW,616RKR0
KAMINISTIKWIA,6043949
TORONTO WESTWOOD,6158792
ROBERVAL NORD,7066688
CATARAQUI TS,6101265
ARCTIC BAY CS,2400404
FOND D'ORMES,705KC75
RAYNER,6056907
CHUTE DU DIABLE,7061560
JAMESTOWN,6143905
STATTON BROOK NORTH,702HBHA
WALTHAM,7038880
WELLAND CHOW,6139447
ZURICH,6129850
LIONS HEAD,6114437
ST MARYS,6147340
PARRY SOUND ONT HYDRO,6116260
HANOVER TOWER,6043330
FOREST MCNABB,6122452
KINNGAIT,2400636
MURDOCK WILSON,7065383
KASHABOWIE,6044000
BRADFORD ODA,6150866
L'ACADIE,702LED4
GRENADIER ISLAND,6103024
TORONTO IS A (AUT),6158666
BLYTH,6120819
ALLISTON NELSON,6110218
ST CHARLES DE MANDEVILLE,7016960
HEMLO BATTLE MOUNTAIN,6043452
ALGONQUIN PARK,6080189
ROSEVILLE,6147188
MORRISTON,6145495
TORONTO DOWNSVIEW S,6158474
LES SAULES,7014298
ST CHARLES MANDEVILLE 2,7016981
MATAPEDIA,7054680
ELMVALE,6112278
POND INLET CLIMATE,2403204
HAVRE-AUBERT,7053009
OTTER LAKE,7035760
WOODSTOCK GOLF COURSE,6149630
DUNNVILLE 2,6132145
SANDFORD SOLETUDE,6157875
ST JEAN DE BREBEUF,7027392
BONNARD,7060825
ST THEOPHILE,7027750
STE CLOTHILDE CDA,7027040
SOUTH RIVER,6117957
MATTICE TCPL,6075024
ST ELEUTHERE,7057145
ROCKLYN,6117169
BARRIERE MILOT,7060DPC
ST OCTAVE DE L'AVENIR,7057590
RIVIERE DU LOUP,7056615
HUNTSVILLE TAWINGO,6113665
AURORA MOE,6150396
UXBRIDGE WEST,6159123
GRAVENHURST,6113000
GRAND BEND RES STN 5,61429HQ
KATRINE DOE LAKE,6114006
BARRAGE MISTIGOUGECHE,7050460
RAPIDE DES CEDRES,7096375
ST VALERIEN,7027772
SANIKILUAQ,2303668
MACKAR INLET,2402686
WALLACETOWN,6139270
HAVRE ST. PIERRE,7043019
KINCARDINE A,6124128
RIGAUD,7016470
SOUTH FALLS,6117943
NEW MEXICO,7025425
STE BRIGIDE,7026918
STOUFFVILLE BLUEGRASS,6158082
THUNDER BAY A FIREHALL,604S003
SAULT STE MARIE 2,6057590
DORSET,6112070
BLACK DIAMOND,3030680
CARBON,3021309
EKATI A,220N001
NEUTRAL VALLEY,3014783
OYEN AIRPORT,3024R60
FORT EDMONTON,3012659
SANDGIRT LAKE,8503630
CAPPAHAYDEN,8401070
MARY'S HARBOUR A,8502592
MILE 163,8502700
DEER LAKE,8401500
PLUM POINT,8402958
BADGER C,8400309
WILDWOOD SOUTH,3067562
MILK RIVER,3044534
THORHILD VILLAGE,3016405
GJOA HAVEN A,2302337
WATERTON LAKES BELLY R,3057000
ALBREDA,1170237
DONALD,1172525
LAC LA BICHE CLIMATE,3063686
LUNDBRECK,3054080
SUNNYNOOK,3026263
GHOST DIVERSION,3052PP6
TROCHU WIMBORNE,3026550
SUNWAPTA,3056273
CHINCHAGA LO,3071550
JACKSONS ARM,8402470
ST. ANTHONY A,8403389
EDMONTON GARRISON,3012233
BUCK MOUNTAIN,3010RK0
PELLY BAY,2303090
INNER WHALEBACKS,2202560
TEEPEE LO,3076365
DEBOLT RS,3072002
MARMOT TRIPLE,3054215
WASTINA HEMARUKA,3016960
SEVEN PERSONS AGDM,3035845
LOBSTICK AUBUCHON,3023971
BURGEO,8400798
SANDY POINT,8403635
UPPER SALMON,8404080
YOHO NAT PARK OTTERTAIL,1179009
DAWSON CREEK A,1182289
WATERTON RIVER CABIN,3057243
BINDLOSS EAST,3020690
CHRISTINA LAKE,3061600
MT RUNDLE EAST,3054735
STRACHAN RS,3016180
TURNER VALLEY,3036640
NOTIKEWIN EAST,3074902
LETHBRIDGE COUNTY,3033895
GLENEVIS,3012817
LYNX LAKE,22026Q5
NEW HAZELTON,1075520
CAMPBELL RIVER BCHPA GEN,1021263
SUMAS CANAL,1107785
BURIN,8400810
PARADISE RIVER,8402RK0
CORNER BROOK AVALON TEL,8401302
TILT COVE,8403866
COW HEAD,8401335
MAIN BROOK,840KE88
BUCHANS JUNCTION,8400711
COALDALE EXP ST,3031670
TOFIELD NORTH,3016494
BEAUVAIS PARK,3030555
FAIRVIEW FSA,3072536
MILK RIVER EXP ST,3044540
PINTO LO,3075225
RAYMOND,3035420
KOOTENAY PASS,1144413
SANDSPIT A,1057050
TRUTCH MILE 200,1198281
NAKUSP CS,1145297
WINFIELD WOOD LAKE,1128959
CHILLIWACK CITY,1101540
HEMP CREEK CLEARWATER,1163450
VERNON NORTH,1128583
TOFINO CATFACE MOUNTAIN,1038206
ST JOHNS WEST CLIMATE,8403603
ESKER 2,8501548
WRECKHOUSE,8404340
KEG RIVER,3073640
MASINASIN AGDM,3044232
DAKOTA,3011952
CLEAR HILLS AGCM,3071661
PR GEORGE FOREMAN FLAT,1096460
MOFFAT CREEK,1095195
TODAGIN RANCH,1208202
LAPRISE,1184575
PEMBERTON AIRPORT CWS,1086085
SAVARY ISLAND,1027110
KITWANGA,1074336
WESTWOLD,1168880
COURTENAY PUNTLEDGE BCHP,1021990
MORESBY ISLAND MITCHELL INLET,10551R8
LAC DES ROCHES,1164445
ASHCROFT M,1160540
BURNABY MTN TERMINAL,1101155
SARDIS,1107080
TAPPEN TULARI FARM,1167986
UCLUELET KENNEDY CAMP,1038332
CAPE LAZO,1021320
TATELKUZ LAKE,1088007
INDIAN BAY B.B.,8402436
TUKIALIK BAY,8503992
STEPHENVILLE A,8403801
ST BRENDANS,8403410
HEARTS CONTENT,8402080
HOTCHKISS,3073345
CECIL LAKE CDA,1181465
ABEE AGDM,3010010
BRITANNIA BEACH FURRY CR,1041050
WESTBANK,1128758
SOOKE GLINZ LAKE,1017559
INDIAN ARM WOODLANDS,1103648
BLIND CHANNEL,1020885
LANGLEY CAMPBELL R PK,1104553
PENTICTON A,1126146
ST GEORGES,7027283
HACKETT,3012992
LOVETT LO,3064040
PERBECK,3025170
MIRROR FLETCHER,3024572
KEG RIVER AGCM,3073644
HUDSON HOPE LYNX CREEK,1183631
FORT CHIPEWYAN AWOS A,3072662
ANTHRACITE,3050240
WANDERING RIVER RS,3066935
WINDY CRAGGY,120HRNP
RUSSELL CREEK,2100942
CHILLIWACK GIBSON ROAD,1101545
HUDSON BAY MINE,2100639
MOUNT ROBSON RANCH,10952B9
N VANC GROUSE MTN RESORT,1105658
SNAG A,2101000
KLUANE LAKE,2100680
PEACHLAND MINOS ROCK,1126079
CELISTA,116146F
CRESTON SOUTHEAST,1142161
LOIS RIVER DAM,1044710
KNOUFF LAKE,1164380
HERRONTON,3033137
WHITEFISH LO,3077420
HIGH RIVER TOWN,3033243
CLARESHOLM EXP ST,3031656
SASKATCHEWAN R CROSSING,3055752
CALMAR WEST,3011138
SCAPA,3025762
COWLEY,3031918
PASS CREEK LO,3065000
KIMBERLEY COMINCO,1154202
BIRCH MOUNTAIN TOWER,3070701
PASQUE,3054R99
SKYLINE RS,3055980
NANIKA RIVER HATCHERY,1085373
WILLIAMS LAKE FROST CREEK,109Q9MK
LUNCH LAKE,1084731
VALEMOUNT EAST,11783L9
108 MILE HOUSE WATSON LAKE,116N7R6
SHILO,5012672
WATROUS 2,4018645
WINNIPEG SHERBURN ST,5023260
SHAMROCK,4027440
ARVIAT A,2300427
RANKIN INLET ARTC,2303403
GILBERT PLAINS,5040985
VEGREVILLE CDA,3016761
GENESEE,3012774
THOMSEN RIVER,2503886
DENISON PLANT SITE,1182427
LAC LA BICHE (AUT),3063685
MEDICINE LAKE,3054487
IRON SPRINGS EXP ST,3033500
FORT MCPHERSON,2201600
CALGARY GLENMORE DAM,3031090
SWALWELL,3026275
KESSLER AGCM,3013644
KUGAARUK A,2303095
JEAN MARIE,2202640
SUGARLOAF LO,3056250
NORTH STAR,3074874
ELKHORN 2 EAST,5010QFQ
GRASSY LAKE,3032927
ATLEE,3020401
RAINBOW LAKE,3075348
OLIVER TREE NURSERY,3014922
QAVVIK LAKE,2203341
WATERTON RED ROCK,3057242
KUGLUKTUK A,2300903
CONNELLY CREEK,3031805
NIPAWIN 2,4075520
STRONGFIELD,4027880
MACDONALD A,5011680
CAMEO,4051080
CORONATION CLIMATE,3011887
EGG ISLAND,1062646
HOTCHKISS LO,3073346
ONOWAY,3014926
YOHIN,2204300
PRESPATOU,1186428
CALGARY BELLEVIEW,3031084
DELINE A,2201023
ARROWWOOD,3030302
EDINBURGH ISLAND,2401087
VALLEYVIEW AGDM,3076680
BOW ISLAND EXP ST,3030770
BURWASH,2100179
POLLOCKVILLE,3025240
FERINTOSH AGCM,3012590
FORESTBURG PLANT SITE,3012652
KINCAID,4023800
RADISSON 2,4056382
BLACKSTRAP,4050768
TROCHU EAST,3026543
BINDLOSS,3020680
SIDMOUTH,1177290
WATERTON LAKES RED ROCK,3057120
DEL BONITA AGDM,3042045
SIBBALD 2,3025921
FRANK CHANNEL,2202250
KIMBERLEY CHAPMAN CAMP,1154201
CHETWYND BCFS,1181509
WILLOW CREEK 1,306GE70
